"","CO_ENTIDADE","NO_ENTIDADE","TP_SITUACAO_FUNCIONAMENTO","DT_ANO_LETIVO_TERMINO","CO_REGIAO","TP_LOCALIZACAO","IN_CONVENIADA_PP","IN_LOCAL_FUNC_SALAS_EMPRESA","IN_AGUA_CACIMBA","IN_AGUA_FONTE_RIO","IN_ENERGIA_INEXISTENTE","IN_LIXO_COLETA_PERIODICA","IN_SALA_DIRETORIA","IN_LABORATORIO_CIENCIAS","IN_SALA_ATENDIMENTO_ESPECIAL","IN_QUADRA_ESPORTES_COBERTA","IN_QUADRA_ESPORTES_DESCOBERTA","IN_QUADRA_ESPORTES","IN_COZINHA","IN_BIBLIOTECA","IN_SALA_LEITURA","IN_BIBLIOTECA_SALA_LEITURA","IN_PARQUE_INFANTIL","IN_BERCARIO","IN_BANHEIRO_FORA_PREDIO","IN_BANHEIRO_DENTRO_PREDIO","IN_BANHEIRO_EI","IN_SECRETARIA","IN_BANHEIRO_CHUVEIRO","IN_REFEITORIO","IN_AUDITORIO","IN_ALOJAM_ALUNO","IN_ALOJAM_PROFESSOR","IN_AREA_VERDE","QT_SALAS_EXISTENTES","IN_INTERNET","IN_BANDA_LARGA","QT_FUNCIONARIOS","IN_ALIMENTACAO","TP_AEE","IN_FUNDAMENTAL_CICLOS","TP_LOCALIZACAO_DIFERENCIADA","IN_MATERIAL_ESP_QUILOMBOLA","IN_MATERIAL_ESP_INDIGENA","IN_EDUCACAO_INDIGENA","TP_INDIGENA_LINGUA","CO_LINGUA_INDIGENA","IN_BRASIL_ALFABETIZADO","IN_FINAL_SEMANA","IN_MEDIACAO_SEMIPRESENCIAL","IN_ESPECIAL_EXCLUSIVA","IN_PROFISSIONALIZANTE","IN_COMUM_CRECHE","IN_COMUM_FUND_AF","IN_COMUM_MEDIO_MEDIO","IN_COMUM_MEDIO_INTEGRADO","IN_COMUM_MEDIO_NORMAL","IN_ESP_EXCLUSIVA_FUND_AF","IN_ESP_EXCLUSIVA_MEDIO_MEDIO","IN_ESP_EXCLUSIVA_MEDIO_INTEGR","IN_ESP_EXCLUSIVA_MEDIO_NORMAL","Endereço","Telefone","Dependência.Administrativa","Categoria.Escola.Privada","Regulamentação.pelo.Conselho.de.Educação","Latitude","Longitude"
"50",43004873,"INST EDUC INF ABCB SAO FRANCISCO",1,"20/12/2018",4,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,4,1,1,10,1,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ESTRADA RETIRO DA PONTA GROSSA, 1701 PONTA GROSSA. 91780-590 Porto Alegre - RS.","(51) 32332691","Privada","Filantrópica","Em Tramitação",NA,NA
"51",43004881,"EEI CANTINHO DO CEU",1,"14/12/2018",4,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,6,1,1,8,0,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"AVENIDA ANTONIO CARVALHO, 1451 AGRONOMIA. 91430-001 Porto Alegre - RS.","(51) 33688306","Privada","Particular","Em Tramitação",-30.05673,-51.14759
"52",43004890,"EEI AMORMEUZINHO",1,"20/12/2018",4,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,6,1,1,6,0,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"RUA CORONEL FERNANDO MACHADO, 513 CENTRO HISTORICO. 90010-321 Porto Alegre - RS.","(51) 32265390","Privada","Particular","Em Tramitação",-30.03508,-51.23285
"53",43005020,"EEI GENTE PEQUENA",1,"21/12/2018",4,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,4,1,1,5,0,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"RUA SAICA, 61 PETROPOLIS. 90670-110 Porto Alegre - RS.","(51) 30247388","Privada","Particular","Em Tramitação",-30.04677,-51.18297
"54",43005047,"E E IND ENS FUN KA AGUY MIRI",1,"21/12/2018",4,1,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,NA,2,1,0,0,2,0,0,1,3,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ETR JOSE CARDOSO DA COSTA S/N, S/N LAMI. 91787-610 Porto Alegre - RS.","","Estadual","Não Informado","Sim",NA,NA
"55",43005055,"ESC ENS FUND WALDORF QUERENCIA",1,"14/12/2018",4,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,1,9,1,1,33,1,1,0,0,0,0,0,NA,NA,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"RUA JOSE KANAN ARANHA, 140 IPANEMA. 91760-470 Porto Alegre - RS.","(51) 32660150","Privada","Particular","Sim",-30.12711,-51.23822
"56",43006744,"EEI AMIGUINHOS DO CRISTAL",1,"22/12/2018",4,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,7,1,1,15,0,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"RUA INHANDUI, 421 CRISTAL. 90820-170 Porto Alegre - RS.","(51) 30135012","Privada","Particular","Sim",NA,NA
"57",43006752,"EEI GERACAO CRIANCA",1,"20/12/2018",4,1,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,1,10,1,1,12,0,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"PRACA ALBERTO RAMOS, 906 HIGIENOPOLIS. 90520-050 Porto Alegre - RS.","(51) 33379534","Privada","Particular","Em Tramitação",-30.02059,-51.18233
"58",43006787,"EEI CONTO DE FADAS",1,"21/12/2018",4,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,3,1,1,9,0,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"RUA NERO JOSE DA SILVA FILHO, 285 PARTENON. 91530-570 Porto Alegre - RS.","(51) 32791850","Privada","Particular","Em Tramitação",NA,NA
"59",43006795,"EEI CARROSSEL",1,"22/12/2018",4,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,6,1,1,14,0,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"RUA VIEIRA DE CASTRO, 250 FARROUPILHA. 90040-320 Porto Alegre - RS.","(51) 33301694","Privada","Particular","Em Tramitação",-30.03995,-51.21136
"60",43006809,"EEI EDUCARE II",1,"20/12/2018",4,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,5,1,1,10,0,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"RUA VITORIO FRANCISCO GIORDANI, 95 JARDIM ITU SABARA. 91220-490 Porto Alegre - RS.","(51) 33486270","Privada","Particular","Sim",-30.01104,-51.13335
"61",43006817,"5212 EEI RECANTO DOS PEQUENINOS",1,"31/12/2018",4,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,6,1,1,16,1,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"R STEFAN HERMANN, 4 PONTA GROSSA. 91780-598 Porto Alegre - RS.","(51) 32686068","Privada","Comunitária","Sim",-30.1848141,-51.1923226
"62",43006825,"5220 IEI CANTINHO DO SOL",1,"31/12/2018",4,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,6,1,1,16,1,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"RUA PEDRO RAIMUNDO, 179 CHAPEU DO SOL. 91787-029 Porto Alegre - RS.","(51) 32644316","Privada","Comunitária","Sim",-30.1764993,-51.1746005
"63",43006833,"5221 EEI ANA MALTZ KNIJNIK",1,"31/12/2018",4,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,6,1,1,17,1,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"ESTR CRISTIANO KRAEMER, 1078 VILA NOVA. 91750-062 Porto Alegre - RS.","(51) 32660635","Privada","Comunitária","Sim",-30.1255537,-51.2021869
"64",43006841,"5222 IEI PRISMA",1,"31/12/2018",4,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,6,1,1,13,1,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"R PRISMA, 203 SANTA TEREZA. 90840-130 Porto Alegre - RS.","(51) 32332428","Privada","Comunitária","Não",-30.0779924,-51.2308604
"65",43008640,"EEI FONTE DOS ANJOS",1,"30/12/2018",4,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,3,1,1,6,0,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"RUA ZEPPELIN, 54 LOMBA DO PINHEIRO. 91570-520 Porto Alegre - RS.","(51) 996622708","Privada","Particular","Em Tramitação",NA,NA
"66",43008666,"5225 IEI ESPACO DO SABER",1,"31/12/2018",4,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,4,1,1,11,1,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"R MILLO RAFFIN, 79 MARIO QUINTANA. 91240-475 Porto Alegre - RS.","(51) 33877354","Privada","Comunitária","Não",-30.0294738,-51.116994
"67",43008674,"EEI SITIO PARAISO",1,"31/12/2018",4,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,3,1,1,7,0,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"ESTRADA COSTA GAMA, 5225 ABERTA DOS MORROS. 91788-199 Porto Alegre - RS.","(51) 32596265","Privada","Particular","Em Tramitação",NA,NA
"68",43008682,"EEI SEMEARTE",1,"28/12/2018",4,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,3,1,1,7,0,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"RUA ABEL ROCHA TRILHA, 221 PROTASIO ALVES. 91240-520 Porto Alegre - RS.","(51) 33400118","Privada","Particular","Em Tramitação",-30.02391,-51.10787
"69",43008690,"5227 EEI MADRE VERONICA",1,"31/12/2018",4,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,6,1,1,17,1,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"R CEL CLAUDINO, 80 CRISTAL. 91910-670 Porto Alegre - RS.","(51) 30199368","Privada","Comunitária","Não",-30.0941333,-51.2440711
"70",43008704,"EEI PIMPAO",1,"20/12/2018",4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,7,1,1,20,0,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"AVENIDA IRENE RUPERTI, 79 PARQUE SANTA FE. 91180-620 Porto Alegre - RS.","(51) 30920481","Privada","Particular","Não",-30.01495,-51.10963
"71",43008720,"EEI SAO JUDAS TADEU",1,"20/12/2018",4,1,0,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,10,1,1,22,0,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"RUA DOM DIOGO DE SOUZA, 441 CRISTO REDENTOR. 91350-000 Porto Alegre - RS.","(51) 33727588","Privada","Particular","Sim",-30.01126,-51.15474
"72",43008755,"EEI CANTINHO DOS BAIXINHOS",1,"30/12/2018",4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,3,1,1,6,0,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"ACESSO E, 2339 RESTINGA. 91793-590 Porto Alegre - RS.","(51) 32505055","Privada","Particular","Não",NA,NA
"73",43008763,"IEI CANTINHO FELIZ",1,"28/12/2018",4,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5,0,NA,8,0,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"RUA TARCILA MORAES DUTRA, 555 RUBEM BERTA. 91170-170 Porto Alegre - RS.","(51) 33878909","Privada","Particular","Não",-30.00076,-51.09375
"74",43008925,"EEI TURMA DA MAGALI BABY",1,"31/12/2018",4,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,5,1,1,12,0,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"BECO DA TAQUARA, 3869 LOMBA DO PINHEIRO. 91570-730 Porto Alegre - RS.","(51) 33223688","Privada","Particular","Não",NA,NA
"75",43009000,"EEF CRESCER",1,"19/12/2018",4,1,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,1,15,1,1,75,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"RUA GALILEIA, 235 ESCOLA. VILA JARDIM. 91330-620 Porto Alegre - RS.","(51) 33345227","Privada","Particular","Sim",NA,NA
"76",43009026,"EEI ALECRIM",1,"16/12/2018",4,1,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,0,1,6,1,1,8,0,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"AVENIDA SOLEDADE, 301 PETROPOLIS. 90470-340 Porto Alegre - RS.","(51) 30127647","Privada","Particular","Em Tramitação",-30.03472,-51.18039
"77",43009034,"EEI PROJETO CRIANCA SOGIPA",1,"14/12/2018",4,1,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,0,1,9,1,1,20,0,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"RUA BARAO DO COTEGIPE, 400 SAO JOAO. 90540-020 Porto Alegre - RS.","(51) 33257200","Privada","Particular","Não",-30.0093,-51.18877
"78",43009042,"EEI CASA AMETISTA",1,"21/12/2018",4,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1,4,1,1,6,0,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RUA VITOR HUGO, 250 PETROPOLIS. 90630-070 Porto Alegre - RS.","(51) 30237663","Privada","Particular","Em Tramitação",-30.04557,-51.18882
"79",43009069,"EEI PROTASIO",1,"14/12/2018",4,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,1,9,1,1,22,0,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"AVENIDA PROTASIO ALVES, 11355 PROTASIO ALVES. 91260-000 Porto Alegre - RS.","(51) 33670039","Privada","Particular","Em Tramitação",NA,NA
"80",43009077,"EEI BOSQUE ENCANTADO",1,"31/12/2018",4,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,3,1,1,6,0,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"RUA WATANABE, 10 BELEM VELHO. 91787-355 Porto Alegre - RS.","(51) 32452633","Privada","Particular","Em Tramitação",-30.11119,-51.15968
"81",43009085,"EEI URSINHOS CARINHOSOS",1,"28/12/2018",4,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,4,1,1,6,0,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"RUA SENZALA, 117 LOMBA DO PINHEIRO. 91570-420 Porto Alegre - RS.","(51) 30135961","Privada","Particular","Não",-30.1202,-51.10072
"82",43009093,"EEI LUDICA INFANCIA",1,"21/12/2018",4,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,1,13,1,1,20,0,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"RUA ZUZU ANGEL, 251 ABERTA DOS MORROS. 91787-880 Porto Alegre - RS.","(51) 30940006","Privada","Particular","Não",NA,NA
"83",43009107,"IEI CANTO DAS CRIANCAS",1,"31/12/2018",4,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,4,0,NA,7,0,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"AVENIDA ANTONIO GIUDICE, 265 PROTASIO ALVES. 91260-040 Porto Alegre - RS.","(51) 84270165","Privada","Particular","Não",NA,NA
"84",43009115,"5228 IEI APRENDENDO FELIZ",1,"31/12/2018",4,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,0,1,0,1,3,1,1,13,1,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"AC CIRIO AMARAL DE OLIVEIRA, 403 RESTINGA. 91790-260 Porto Alegre - RS.","(51) 32575046","Privada","Comunitária","Não",-30.1504938,-51.1351031
"85",43009140,"EEI SONHO DE CRIANCA II",1,"19/12/2018",4,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,8,1,1,21,0,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"RUA FILADELFIA, 331 SAO JOAO. 90550-060 Porto Alegre - RS.","(51) 30860086","Privada","Particular","Em Tramitação",-30.01721,-51.19326
"86",43009158,"EEI SEMEAR",1,"20/12/2018",4,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,7,1,1,6,0,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"RUA PROFESSOR JOAQUIM FELIZARDO, 165 ESPIRITO SANTO. 91770-370 Porto Alegre - RS.","(51) 32681535","Privada","Particular","Em Tramitação",NA,NA
"87",43009166,"5226 EEI PROF MARIETA PAIXAO ARAUJO",1,"31/12/2018",4,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,10,1,1,23,1,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"R SARGENTO SILVIO DELMAR HOLLENBACH, 698 RUBEM BERTA. 91240-120 Porto Alegre - RS.","(51) 35166240","Privada","Comunitária","Não",-30.0219098,-51.1096746
"88",43009280,"5229 IEI CONSTRUINDO O AMANHA VILA JARDIM",1,"31/12/2018",4,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,3,1,1,9,1,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"R BARAO DE BAGE, 317 VILA JARDIM. 91330-570 Porto Alegre - RS.","(51) 33389395","Privada","Comunitária","Não",-30.0382218,-51.1553158
"89",43009298,"EEI CADE O AUAU II",1,"30/12/2018",4,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,8,1,1,15,0,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"RUA GENERAL NETO, 337 CASA. FLORESTA. 90560-020 Porto Alegre - RS.","(51) 35575461","Privada","Particular","Sim",NA,NA
"90",43009310,"EEI TARTARUGUINHA VERDE III",1,"30/12/2018",4,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,12,1,1,25,0,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"AVENIDA GANZO, MENINO DEUS. 90150-071 Porto Alegre - RS.","(51) 35160834","Privada","Particular","Não",NA,NA
"91",43009328,"EEI CATIVAR - PARTENON",1,"21/12/2018",4,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,0,0,0,1,5,1,1,11,0,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"RUA PAULINO AZURENHA, 1472 PARTENON. 90680-240 Porto Alegre - RS.","(51) 33197786","Privada","Particular","Em Tramitação",-30.07104,-51.19985
"92",43009352,"EEI ARCO IRIS II",1,"30/12/2018",4,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,5,1,1,12,0,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"AVENIDA JUCA BATISTA, 8000 LOTE 2011. BELEM NOVO. 91781-200 Porto Alegre - RS.","(51) 32778311","Privada","Particular","Em Tramitação",-30.1882985,-51.167033
"93",43009387,"EEI EDUCARE III",1,"20/12/2018",4,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,1,14,1,1,21,0,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"AVENIDA ANDARAI, 266 PASSO DA AREIA. 91350-110 Porto Alegre - RS.","(51) 30135046","Privada","Particular","Não",-30.01408,-51.16728
"94",43032419,"EEI ANJO SAPEQUINHA",1,"20/12/2018",4,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,6,1,1,19,0,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"RUA ALVARES CABRAL, 269 CRISTO REDENTOR. 91350-250 Porto Alegre - RS.","(51) 30619445","Privada","Particular","Não",-30.01295,-51.15774
"95",43044999,"5239 EEI MEU PEDACINHO DE CHAO",1,"31/12/2018",4,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,4,1,1,8,1,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"R COLISEU, 893 RESTINGA. 91790-280 Porto Alegre - RS.","(51) 32491219","Privada","Comunitária","Não",-30.1585898,-51.1362187
"96",43045049,"EEI TEMPO DE CRIANCA",1,"21/12/2018",4,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,4,1,1,6,0,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"AVENIDA EDGAR PIRES DE CASTRO, 1142 ABERTA DOS MORROS. 91788-000 Porto Alegre - RS.","(51) 30247711","Privada","Particular","Não",NA,NA
"97",43045081,"EEI TCHURMINHA ENCANTADA",1,"31/12/2018",4,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,9,1,1,12,0,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"RUA ATILIO SUPERTI, 387 VILA NOVA. 91750-000 Porto Alegre - RS.","(51) 31057104","Privada","Particular","Não",NA,NA
"98",43045863,"EEI CRESCER E SABER",1,"21/12/2018",4,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,7,1,1,18,0,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"AVENIDA JUCA BATISTA, 4268 HIPICA. 91755-000 Porto Alegre - RS.","(51) 32649441","Privada","Particular","Não",NA,NA
"99",43046088,"5238 EEI CHEIRINHO DE MAE",1,"31/12/2018",4,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,4,0,NA,8,1,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"ACESSO F, 2492 RESTINGA. 91793-695 Porto Alegre - RS.","(51) 32493821","Privada","Comunitária","Não",-30.1528026,-51.1456262
"100",43046096,"EEI BRINCAR E ARTE",1,"28/12/2018",4,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,4,1,1,5,0,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"RUA RONDONIA, 607 RESTINGA VELHA. 91790-470 Porto Alegre - RS.","(51) 32596250","Privada","Particular","Em Tramitação",NA,NA
"101",43046258,"EEI TARTARUGUINHA VERDE IV",1,"30/12/2018",4,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,7,1,1,25,0,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"AVENIDA GANZO, 140 MENINO DEUS. 90150-070 Porto Alegre - RS.","(51) 37371600","Privada","Particular","Não",NA,NA
"102",43046460,"ESCOLA DE EDUCACAO INFANTIL LILADIM LTDA",1,"30/12/2018",4,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,5,1,1,5,0,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"RUA DOUTOR HERMES PACHECO, 468 HIPICA. 91755-010 Porto Alegre - RS.","(51) 33463993","Privada","Particular","Não",NA,NA
"103",43046509,"EEI AQUARELA",1,"19/12/2018",4,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,4,1,1,7,0,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"RUA FOLHA DA TARDE, 39 CASA. CRISTAL. 91910-710 Porto Alegre - RS.","(51) 30624540","Privada","Particular","Não",-30.09865,-51.24773
"104",43046576,"EEI SONHO MEU",1,"30/12/2018",4,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,5,1,1,3,0,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"RUA JOSE ALVES DE CASTRO, 130 VILA NOVA. 91750-090 Porto Alegre - RS.","(51) 32442361","Privada","Particular","Em Tramitação",NA,NA
